[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
